Estado civil,Migración,Sexo,Edad en la matrícula,Extranjero,Necesidades educativas especiales,Moroso,Pago de matrícula en día,Becado,Tasa de desempleo,Tasa de inflación,PIB,Curso,Período,Calificación previa,disciplinas 1º semestre (creditadas),disciplinas 1º semestre (matriculadas),disciplinas 1º semestre (evaluaciones),disciplinas 1º semestre (aprobadas),disciplinas 1º semestre (notas),disciplinas 1º semestre (sin evaluaciones),disciplinas 2º semestre (creditadas),disciplinas 2º semestre (matriculadas),disciplinas 2º semestre (evaluaciones),disciplinas 2º semestre (aprobadas),disciplinas 2º semestre (notas),disciplinas 2º semestre (sin evaluaciones),Target
Soltero,Sí,Masculino,19,No,No,No,Sí,No,10.8,1.4,1.74,Enfermería,Diurno,Educación secundaria,0,8,8,7.0,3.2,0,0,8,8,7.0,3.2,0,Graduado
Soltero,Sí,Masculino,20,No,No,No,Sí,No,12.4,0.5,1.79,Gestión de Publicidad y Marketing,Diurno,Educación secundaria,0,6,10,6.0,3.2,0,0,6,8,4.0,3.2,0,Matriculado
Soltero,No,Masculino,26,No,No,No,Sí,No,12.4,0.5,1.79,Odontología,Diurno,Educación secundaria,0,7,7,2.0,2.9,0,0,5,10,0.0,0.0,0,Desertor
Soltero,Sí,Masculino,21,No,No,No,No,No,9.4,-0.8,-3.12,Turismo,Diurno,Educación secundaria,0,6,11,3.0,2.8,0,0,6,14,0.0,0.0,0,Desertor
Soltero,Sí,Masculino,18,No,No,No,Sí,No,12.4,0.5,1.79,Animación y Diseño Multimedia,Diurno,Educación secundaria,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,Graduado
Soltero,Sí,Masculino,18,No,No,No,Sí,No,11.1,0.6,2.02,Gestión,Diurno,Educación secundaria,0,5,5,5.0,3.4,0,0,5,6,5.0,3.0,0,Graduado
Soltero,Sí,Masculino,22,No,No,No,Sí,No,11.1,0.6,2.02,Animación y Diseño Multimedia,Diurno,Educación secundaria,14,17,21,17.0,3.1,0,15,17,20,17.0,3.0,0,Graduado
Casado,No,Masculino,36,No,No,No,Sí,No,16.2,0.3,-0.92,Ingeniería de Sistemas,Diurno,Educación básica 3º ciclo (9º/10º/11º) o equivalente,0,5,0,0.0,0.0,0,0,5,0,0.0,0.0,0,Desertor
Soltero,Sí,Masculino,20,No,No,No,Sí,Sí,13.9,-0.3,0.79,Periodismo y Comunicación,Diurno,Educación secundaria,0,6,8,6.0,3.0,0,0,6,8,6.0,2.9,0,Graduado
Soltero,No,Masculino,20,No,No,No,Sí,No,10.8,1.4,1.74,Gestión de Publicidad y Marketing,Diurno,Educación secundaria,0,6,6,3.0,3.1,0,0,6,9,0.0,0.0,0,Desertor
Soltero,No,Masculino,25,No,No,No,Sí,No,12.4,0.5,1.79,Gestión (nocturno),Nocturno,Educación secundaria,0,5,11,4.0,2.9,0,0,5,11,3.0,3.4,0,Desertor
Soltero,No,Masculino,35,No,No,No,Sí,No,15.5,2.8,-4.06,Agronomía,Diurno,Educación secundaria,1,6,7,5.0,3.2,0,1,6,11,5.0,3.5,0,Graduado
Soltero,No,Masculino,22,No,No,No,Sí,No,11.1,0.6,2.02,Animación y Diseño Multimedia,Diurno,Educación secundaria,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,Desertor
Soltero,No,Masculino,26,No,No,No,Sí,No,12.4,0.5,1.79,Diseño de Comunicación,Diurno,Educación secundaria,5,7,8,7.0,3.3,0,3,8,11,7.0,3.0,0,Matriculado
Soltero,No,Masculino,20,No,No,Sí,No,No,16.2,0.3,-0.92,Agronomía,Diurno,Curso de especialización tecnológica,0,6,16,4.0,3.0,0,0,6,15,2.0,3.0,0,Desertor
Soltero,No,Masculino,50,No,No,No,Sí,No,16.2,0.3,-0.92,Servicio Social (nocturno),Nocturno,Otro - 11º de escolaridade,6,13,13,6.0,2.8,0,2,11,11,2.0,3.4,0,Desertor
Soltero,No,Masculino,20,No,No,No,Sí,No,10.8,1.4,1.74,Enfermería,Diurno,Educación secundaria,0,8,12,5.0,3.0,1,0,8,12,5.0,3.0,1,Desertor
Soltero,No,Masculino,20,No,No,No,Sí,No,12.4,0.5,1.79,Enfermería,Diurno,Educación secundaria,0,7,10,5.0,3.5,0,0,8,9,8.0,3.3,0,Matriculado
Soltero,No,Masculino,35,No,No,No,No,No,15.5,2.8,-4.06,Agronomía,Diurno,Educación superior - licenciatura,0,6,10,5.0,3.8,0,1,6,9,1.0,2.8,0,Desertor
Soltero,No,Masculino,19,No,No,No,Sí,Sí,15.5,2.8,-4.06,Gestión de Publicidad y Marketing,Diurno,Educación secundaria,0,6,7,6.0,3.3,0,0,6,8,6.0,3.5,0,Graduado
Casado,No,Masculino,43,No,No,No,Sí,No,9.4,-0.8,-3.12,Gestión,Diurno,Educación secundaria,0,5,14,0.0,0.0,1,0,5,5,0.0,0.0,0,Desertor
Soltero,No,Masculino,19,No,No,No,Sí,No,10.8,1.4,1.74,Enfermería,Diurno,Educación secundaria,0,8,11,7.0,3.5,0,0,8,11,7.0,3.5,0,Graduado
Soltero,No,Masculino,25,No,No,No,Sí,No,12.7,3.7,-1.7,Enfermería,Diurno,Educación secundaria,0,8,11,6.0,3.2,0,0,8,11,6.0,3.2,0,Graduado
Soltero,Sí,Masculino,19,No,No,No,Sí,No,13.9,-0.3,0.79,Animación y Diseño Multimedia,Diurno,Educación secundaria,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,Graduado
Soltero,Sí,Masculino,20,No,No,No,Sí,Sí,7.6,2.6,0.32,Educación Básica,Diurno,Educación secundaria,0,6,6,6.0,3.0,0,0,6,7,6.0,3.1,0,Matriculado
Soltero,Sí,Masculino,22,No,No,No,Sí,No,12.7,3.7,-1.7,Animación y Diseño Multimedia,Diurno,Educación secundaria,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,Desertor
Soltero,No,Masculino,19,No,No,No,Sí,Sí,11.1,0.6,2.02,Turismo,Diurno,Educación secundaria,0,6,7,6.0,2.8,0,0,6,6,5.0,3.0,0,Desertor
Casado,No,Masculino,32,No,No,No,Sí,No,13.9,-0.3,0.79,Gestión (nocturno),Nocturno,Educación secundaria,0,5,11,4.0,2.7,0,0,5,11,4.0,2.8,0,Desertor
Casado,Sí,Masculino,57,No,No,No,Sí,No,9.4,-0.8,-3.12,Periodismo y Comunicación,Diurno,Educación básica 2º ciclo (6º/7º/8º) o equivalente,0,6,7,5.0,3.6,0,0,6,6,6.0,3.5,0,Graduado
Soltero,No,Masculino,20,No,No,No,No,No,16.2,0.3,-0.92,Enfermería,Diurno,Educación secundaria,0,7,11,4.0,3.2,0,0,7,7,4.0,2.9,0,Desertor
Soltero,Sí,Masculino,38,No,No,No,No,No,8.9,1.4,3.51,Gestión (nocturno),Nocturno,Educación secundaria,0,5,5,0.0,0.0,0,0,5,5,0.0,0.0,0,Desertor
Casado,No,Masculino,45,No,No,No,Sí,No,12.4,0.5,1.79,Gestión (nocturno),Nocturno,Educación secundaria,0,5,6,5.0,3.5,0,0,5,6,5.0,3.5,0,Graduado
Casado,No,Masculino,43,No,No,Sí,No,No,10.8,1.4,1.74,Periodismo y Comunicación,Diurno,Educación secundaria,0,6,16,2.0,2.5,0,0,6,12,4.0,3.1,0,Desertor
Soltero,Sí,Masculino,19,No,No,No,Sí,No,10.8,1.4,1.74,Diseño de Comunicación,Diurno,Educación secundaria,0,6,6,6.0,3.5,0,0,6,8,6.0,3.3,0,Graduado
Casado,No,Masculino,49,No,No,No,No,No,15.5,2.8,-4.06,Gestión (nocturno),Nocturno,Educación básica 3º ciclo (9º/10º/11º) o equivalente,0,5,8,2.0,2.8,0,0,5,5,1.0,2.8,0,Desertor
Casado,Sí,Masculino,43,No,No,No,Sí,No,10.8,1.4,1.74,Enfermería,Diurno,Educación básica 3º ciclo (9º/10º/11º) o equivalente,0,8,8,7.0,2.9,0,0,8,8,7.0,2.9,0,Matriculado
Soltero,No,Masculino,34,No,No,No,Sí,No,11.1,0.6,2.02,Servicio Social (nocturno),Nocturno,Educación secundaria,0,6,6,4.0,3.1,0,0,5,5,0.0,0.0,0,Desertor
Soltero,Sí,Masculino,18,No,No,Sí,Sí,No,12.4,0.5,1.79,Ingeniería de Sistemas,Diurno,Educación secundaria,0,5,9,4.0,3.1,0,0,5,11,5.0,2.8,0,Matriculado
Casado,No,Masculino,43,No,No,No,Sí,No,10.8,1.4,1.74,Gestión (nocturno),Nocturno,Educación secundaria,0,5,5,5.0,3.4,0,0,5,6,5.0,3.4,0,Graduado
Soltero,No,Masculino,21,No,No,No,Sí,No,15.5,2.8,-4.06,Turismo,Diurno,Educación secundaria,0,6,8,3.0,3.0,0,0,6,9,1.0,2.8,0,Desertor
Casado,No,Masculino,40,No,No,No,Sí,No,7.6,2.6,0.32,Gestión (nocturno),Nocturno,Educación secundaria,0,5,9,3.0,2.8,0,0,5,8,4.0,3.1,1,Matriculado
Soltero,Sí,Masculino,19,No,No,No,Sí,Sí,10.8,1.4,1.74,Gestión de Publicidad y Marketing,Diurno,Educación secundaria,0,6,7,4.0,3.4,0,0,6,10,6.0,2.9,0,Graduado
Soltero,No,Masculino,27,No,No,No,Sí,No,10.8,1.4,1.74,Turismo,Diurno,Educación secundaria,0,6,6,6.0,2.7,0,0,6,8,4.0,2.8,0,Matriculado
Casado,No,Masculino,43,No,No,No,Sí,No,16.2,0.3,-0.92,Odontología,Diurno,Educación secundaria,0,7,7,0.0,0.0,0,0,8,13,2.0,3.3,0,Desertor
Soltero,No,Masculino,31,No,No,No,Sí,No,9.4,-0.8,-3.12,Gestión (nocturno),Nocturno,Educación secundaria,1,5,6,5.0,3.5,0,0,5,7,5.0,3.8,0,Graduado
Soltero,Sí,Masculino,26,No,No,Sí,Sí,No,8.9,1.4,3.51,Agronomía,Diurno,Curso de especialización tecnológica,0,6,6,0.0,0.0,0,0,6,7,0.0,0.0,0,Matriculado
Soltero,No,Masculino,34,No,No,No,Sí,No,8.9,1.4,3.51,Gestión (nocturno),Nocturno,Educación secundaria,0,5,5,5.0,4.0,0,0,5,5,5.0,4.2,0,Graduado
Divorciado,No,Masculino,30,No,No,No,Sí,No,7.6,2.6,0.32,Enfermería,Diurno,Educación básica 3º ciclo (9º/10º/11º) o equivalente,11,14,26,12.0,3.1,1,11,14,26,12.0,3.1,1,Graduado
Casado,No,Masculino,36,No,No,No,Sí,No,16.2,0.3,-0.92,Enfermería,Diurno,Educación básica 3º ciclo (9º/10º/11º) o equivalente,0,7,9,6.0,3.2,0,0,8,11,0.0,0.0,0,Desertor
Soltero,No,Masculino,46,No,No,Sí,No,No,11.1,0.6,2.02,Gestión (nocturno),Nocturno,Educación superior - licenciatura,0,5,5,0.0,0.0,0,0,5,5,1.0,2.5,0,Desertor
Soltero,No,Masculino,22,No,No,No,Sí,No,7.6,2.6,0.32,Enfermería Veterinaria,Diurno,Educación secundaria,0,5,8,3.0,3.2,0,0,5,8,3.0,2.7,0,Graduado
Soltero,No,Masculino,27,No,No,No,Sí,No,16.2,0.3,-0.92,Agronomía,Diurno,Educación superior - licenciatura,0,6,8,0.0,0.0,0,0,6,10,0.0,0.0,0,Desertor
Soltero,Sí,Masculino,20,No,No,No,Sí,No,8.9,1.4,3.51,Ingeniería de Sistemas,Diurno,Educación secundaria,0,5,7,5.0,2.7,0,0,5,9,3.0,3.0,0,Matriculado
Soltero,No,Masculino,20,No,No,No,Sí,No,8.9,1.4,3.51,Gestión,Diurno,Educación secundaria,0,5,7,5.0,2.8,0,0,5,7,3.0,2.5,0,Matriculado
Soltero,No,Masculino,31,No,No,Sí,No,No,12.7,3.7,-1.7,Ingeniería de Sistemas,Diurno,Educación secundaria,0,4,4,0.0,0.0,0,0,5,5,0.0,0.0,0,Desertor
Soltero,Sí,Masculino,20,No,No,Sí,Sí,No,9.4,-0.8,-3.12,Ingeniería de Sistemas,Diurno,Educación secundaria,0,5,7,0.0,0.0,0,0,5,5,0.0,0.0,0,Matriculado
Soltero,Sí,Masculino,21,No,No,No,No,No,10.8,1.4,1.74,Periodismo y Comunicación,Diurno,Educación secundaria,0,6,10,2.0,3.0,0,0,6,0,0.0,0.0,0,Desertor
Soltero,No,Masculino,21,No,No,No,Sí,No,16.2,0.3,-0.92,Gestión,Diurno,Educación secundaria,0,5,7,4.0,2.7,0,0,5,10,2.0,2.8,3,Desertor
Soltero,No,Masculino,19,No,No,No,Sí,No,16.2,0.3,-0.92,Gestión,Diurno,Educación secundaria,0,5,8,5.0,2.9,0,0,5,10,4.0,3.4,3,Graduado
Soltero,Sí,Masculino,20,No,No,No,Sí,Sí,8.9,1.4,3.51,Gestión,Diurno,Educación secundaria,0,5,6,5.0,3.0,0,0,5,8,4.0,2.9,0,Graduado
Soltero,No,Masculino,18,No,No,No,Sí,No,12.4,0.5,1.79,Agronomía,Diurno,Educación secundaria,0,6,7,6.0,4.0,0,0,6,6,6.0,3.8,0,Graduado
Soltero,No,Masculino,18,No,No,No,Sí,Sí,16.2,0.3,-0.92,Periodismo y Comunicación,Diurno,Educación secundaria,0,6,6,6.0,3.2,0,0,6,6,6.0,2.9,0,Graduado
Soltero,No,Masculino,30,No,No,Sí,Sí,No,12.4,0.5,1.79,Enfermería,Diurno,Educación secundaria,0,7,12,4.0,3.6,0,0,7,9,6.0,3.4,0,Matriculado
Soltero,No,Masculino,34,No,No,Sí,No,No,15.5,2.8,-4.06,Turismo,Diurno,Educación básica 3º ciclo (9º/10º/11º) o equivalente,0,6,6,0.0,0.0,0,0,6,6,0.0,0.0,0,Desertor
Soltero,No,Masculino,21,No,No,Sí,No,No,11.1,0.6,2.02,Gestión de Publicidad y Marketing,Diurno,Educación secundaria,0,6,11,4.0,3.1,0,0,6,9,4.0,3.4,0,Matriculado
Soltero,No,Masculino,20,No,No,No,Sí,No,16.2,0.3,-0.92,Diseño de Comunicación,Diurno,Curso de especialización tecnológica,2,7,9,5.0,3.2,0,5,9,10,8.0,3.2,1,Desertor
Soltero,No,Masculino,18,No,No,No,Sí,No,12.7,3.7,-1.7,Enfermería,Diurno,Educación secundaria,0,8,8,7.0,3.4,0,0,8,8,7.0,3.4,0,Graduado
Soltero,Sí,Masculino,21,No,No,Sí,Sí,No,16.2,0.3,-0.92,Animación y Diseño Multimedia,Diurno,Educación secundaria,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,Desertor
Casado,No,Masculino,26,No,No,No,Sí,No,12.4,0.5,1.79,Agronomía,Diurno,Educación secundaria,0,6,9,1.0,2.5,0,0,6,6,0.0,0.0,0,Desertor
Soltero,Sí,Masculino,20,No,No,Sí,Sí,No,9.4,-0.8,-3.12,Ingeniería de Sistemas,Diurno,Educación secundaria,0,5,5,0.0,0.0,0,0,5,5,0.0,0.0,5,Desertor
Soltero,No,Masculino,25,No,No,No,Sí,No,15.5,2.8,-4.06,Agronomía,Diurno,Curso de especialización tecnológica,0,6,16,3.0,2.8,0,0,6,14,4.0,2.8,0,Desertor
Soltero,No,Masculino,19,No,No,No,Sí,No,7.6,2.6,0.32,Gestión de Publicidad y Marketing,Diurno,Educación secundaria,0,5,10,0.0,0.0,0,0,5,5,0.0,0.0,0,Matriculado
Soltero,Sí,Masculino,24,No,No,No,Sí,No,9.4,-0.8,-3.12,Gestión,Diurno,Educación secundaria,0,5,8,3.0,2.7,1,0,5,5,1.0,3.5,0,Desertor
Soltero,No,Masculino,20,No,No,No,Sí,No,7.6,2.6,0.32,Zootecnia,Diurno,Educación secundaria,0,5,7,4.0,2.9,0,0,5,5,5.0,3.4,0,Graduado
Soltero,No,Masculino,20,No,No,No,Sí,No,12.7,3.7,-1.7,Gestión,Diurno,Educación secundaria,0,5,5,0.0,0.0,0,0,5,5,0.0,0.0,0,Desertor
Soltero,Sí,Femenino,18,No,No,No,Sí,No,10.8,1.4,1.74,Diseño de Comunicación,Diurno,Educación secundaria,0,6,6,6.0,3.2,0,0,6,8,6.0,3.5,0,Graduado
Divorciado,No,Femenino,25,No,No,No,Sí,No,12.7,3.7,-1.7,Odontología,Diurno,Educación secundaria,0,7,14,7.0,3.0,0,0,8,15,7.0,3.0,0,Matriculado
Soltero,Sí,Femenino,22,No,No,No,Sí,No,11.1,0.6,2.02,Turismo,Diurno,Educación secundaria,0,6,7,5.0,3.5,0,0,6,6,6.0,3.9,0,Graduado
Soltero,No,Femenino,41,No,No,No,No,No,9.4,-0.8,-3.12,Servicio Social (nocturno),Nocturno,Educación secundaria,0,6,6,0.0,0.0,6,0,6,12,0.0,0.0,0,Desertor
Soltero,No,Femenino,19,No,No,Sí,Sí,Sí,12.7,3.7,-1.7,Gestión,Diurno,Educación secundaria,0,5,11,2.0,2.9,0,0,5,10,0.0,0.0,0,Desertor
Soltero,Sí,Femenino,21,No,No,No,Sí,No,13.9,-0.3,0.79,Zootecnia,Diurno,Educación secundaria,0,6,10,6.0,3.0,0,0,6,12,5.0,3.2,0,Graduado
Soltero,Sí,Femenino,30,No,No,Sí,Sí,No,13.9,-0.3,0.79,Enfermería Veterinaria,Diurno,Educación secundaria,0,6,7,6.0,4.1,0,0,6,7,6.0,4.2,0,Desertor
Soltero,Sí,Femenino,21,No,No,No,Sí,Sí,11.1,0.6,2.02,Enfermería,Diurno,Educación secundaria,0,7,9,5.0,3.3,0,0,8,9,7.0,3.3,0,Graduado
Casado,No,Femenino,26,No,No,No,Sí,Sí,10.8,1.4,1.74,Odontología,Diurno,Educación secundaria,0,7,7,0.0,0.0,0,0,8,8,0.0,0.0,6,Matriculado
Soltero,No,Femenino,21,Sí,No,No,Sí,No,11.1,0.6,2.02,Gestión de Publicidad y Marketing,Diurno,Educación secundaria,2,7,9,7.0,3.7,0,1,6,8,6.0,3.5,0,Graduado
Soltero,Sí,Femenino,18,No,No,No,Sí,No,10.8,1.4,1.74,Enfermería,Diurno,Educación secundaria,0,8,8,7.0,3.5,0,0,8,8,7.0,3.5,0,Graduado
Soltero,Sí,Femenino,19,No,No,No,Sí,Sí,12.4,0.5,1.79,Enfermería Veterinaria,Diurno,Educación secundaria,0,6,7,6.0,3.7,0,0,6,10,6.0,3.3,0,Graduado
Soltero,Sí,Femenino,18,No,No,No,Sí,Sí,8.9,1.4,3.51,Enfermería Veterinaria,Diurno,Educación secundaria,0,6,7,6.0,3.5,0,0,6,10,6.0,3.4,0,Graduado
Soltero,Sí,Femenino,19,No,No,No,Sí,No,12.7,3.7,-1.7,Gestión,Diurno,Educación secundaria,0,5,10,3.0,2.8,0,0,5,9,4.0,2.9,0,Matriculado
Soltero,No,Femenino,21,No,No,No,Sí,No,13.9,-0.3,0.79,Enfermería Veterinaria,Diurno,Educación secundaria,0,6,11,4.0,2.9,0,0,6,12,3.0,3.4,0,Matriculado
Soltero,Sí,Femenino,18,No,No,No,Sí,Sí,13.9,-0.3,0.79,Gestión,Diurno,Educación secundaria,0,5,15,2.0,2.5,0,0,5,14,2.0,3.0,0,Desertor
Soltero,Sí,Femenino,24,No,No,No,Sí,Sí,10.8,1.4,1.74,Enfermería,Diurno,Educación secundaria,0,8,15,6.0,3.1,0,0,8,15,6.0,3.1,0,Graduado
Soltero,Sí,Femenino,21,No,No,No,Sí,No,12.7,3.7,-1.7,Zootecnia,Diurno,Educación secundaria,0,5,12,1.0,2.8,0,0,5,9,2.0,2.6,0,Matriculado
Soltero,Sí,Femenino,23,No,No,No,Sí,No,16.2,0.3,-0.92,Enfermería Veterinaria,Diurno,Curso de especialización tecnológica,1,6,14,5.0,3.6,0,1,6,7,6.0,3.4,0,Graduado
Soltero,Sí,Femenino,18,No,No,No,Sí,Sí,10.8,1.4,1.74,Enfermería,Diurno,Educación secundaria,0,8,8,7.0,3.6,0,0,8,8,7.0,3.6,0,Graduado
Soltero,No,Femenino,26,No,No,No,No,No,11.1,0.6,2.02,Enfermería Veterinaria,Diurno,Educación secundaria,0,6,8,6.0,3.9,0,0,6,7,5.0,3.6,0,Matriculado
Soltero,Sí,Femenino,20,No,No,No,Sí,No,9.4,-0.8,-3.12,Zootecnia,Diurno,Educación secundaria,0,5,9,4.0,3.0,1,0,5,6,5.0,3.4,0,Graduado
Soltero,No,Femenino,18,No,No,No,Sí,No,11.1,0.6,2.02,Servicio Social,Diurno,Educación secundaria,0,6,7,6.0,3.5,0,0,6,7,6.0,3.4,0,Graduado
Soltero,Sí,Femenino,20,No,No,No,Sí,No,11.1,0.6,2.02,Servicio Social,Diurno,Educación secundaria,0,6,6,6.0,3.0,0,0,6,7,6.0,3.0,0,Graduado
Soltero,Sí,Femenino,20,No,No,No,Sí,No,12.7,3.7,-1.7,Enfermería,Diurno,Educación secundaria,0,8,8,7.0,3.5,0,0,8,8,7.0,3.5,0,Matriculado
Soltero,Sí,Femenino,18,No,Sí,No,Sí,No,12.7,3.7,-1.7,Servicio Social,Diurno,Educación secundaria,0,6,15,2.0,2.6,3,0,6,13,3.0,3.3,0,Matriculado
Soltero,Sí,Femenino,22,No,No,No,Sí,Sí,12.4,0.5,1.79,Periodismo y Comunicación,Diurno,Educación secundaria,0,6,7,5.0,3.3,0,0,6,7,5.0,3.4,0,Graduado
Soltero,Sí,Femenino,20,No,No,Sí,Sí,No,7.6,2.6,0.32,Enfermería,Diurno,Educación secundaria,0,7,7,6.0,3.8,0,0,7,7,6.0,3.8,0,Graduado
Soltero,Sí,Femenino,19,No,No,No,Sí,Sí,13.9,-0.3,0.79,Enfermería,Diurno,Educación secundaria,0,7,7,7.0,3.3,0,0,8,8,8.0,4.0,0,Graduado
Soltero,Sí,Femenino,18,No,No,Sí,Sí,No,15.5,2.8,-4.06,Zootecnia,Diurno,Educación secundaria,0,6,13,6.0,2.7,0,0,6,10,4.0,2.8,0,Desertor
Soltero,No,Femenino,18,No,No,No,Sí,No,13.9,-0.3,0.79,Gestión,Diurno,Educación secundaria,0,5,11,5.0,2.8,0,0,5,8,5.0,3.0,0,Graduado
Soltero,Sí,Femenino,19,No,No,No,Sí,Sí,10.8,1.4,1.74,Enfermería Veterinaria,Diurno,Educación secundaria,0,5,7,4.0,3.6,0,0,5,5,5.0,3.4,0,Graduado
Soltero,Sí,Femenino,19,No,No,No,Sí,Sí,10.8,1.4,1.74,Diseño de Comunicación,Diurno,Educación secundaria,0,6,6,6.0,3.5,0,0,6,8,6.0,3.1,0,Graduado
Soltero,No,Femenino,24,No,No,No,Sí,No,7.6,2.6,0.32,Servicio Social (nocturno),Nocturno,Educación secundaria,0,6,7,6.0,3.2,0,0,6,8,6.0,3.0,0,Graduado
Soltero,No,Femenino,21,No,No,No,Sí,No,10.8,1.4,1.74,Servicio Social,Diurno,Educación secundaria,0,6,7,6.0,3.3,0,0,6,6,6.0,3.6,0,Graduado
Soltero,Sí,Femenino,20,No,No,No,Sí,Sí,11.1,0.6,2.02,Servicio Social,Diurno,Educación secundaria,0,6,7,6.0,3.4,0,0,6,7,6.0,3.6,0,Graduado
Soltero,No,Femenino,28,No,No,Sí,No,Sí,13.9,-0.3,0.79,Turismo,Diurno,Educación secundaria,0,6,6,6.0,2.7,0,0,6,7,5.0,2.8,0,Desertor
Soltero,Sí,Femenino,21,No,No,No,Sí,No,7.6,2.6,0.32,Educación Básica,Diurno,Educación secundaria,0,6,7,6.0,3.4,0,0,6,8,6.0,3.3,0,Graduado
Soltero,Sí,Masculino,20,No,No,Sí,Sí,No,11.1,0.6,2.02,Enfermería,Diurno,Educación secundaria,0,7,7,7.0,3.1,0,0,8,10,6.0,3.0,0,Matriculado
Soltero,No,Masculino,36,No,No,No,No,No,16.2,0.3,-0.92,Agronomía,Diurno,Educación secundaria,0,6,8,0.0,0.0,0,0,6,10,0.0,0.0,0,Desertor
Casado,No,Masculino,42,No,No,No,No,No,12.7,3.7,-1.7,Gestión (nocturno),Nocturno,Educación secundaria,0,4,4,0.0,0.0,0,0,5,0,0.0,0.0,0,Desertor
Casado,No,Masculino,47,No,No,No,Sí,No,7.6,2.6,0.32,Gestión (nocturno),Nocturno,Educación secundaria,0,5,9,4.0,2.9,0,0,5,6,5.0,2.9,1,Desertor
Soltero,No,Masculino,25,No,No,No,No,No,9.4,-0.8,-3.12,Ingeniería de Sistemas,Diurno,Educación secundaria,0,5,8,0.0,0.0,0,0,5,5,0.0,0.0,0,Desertor
Soltero,No,Masculino,25,No,No,No,Sí,Sí,15.5,2.8,-4.06,Gestión de Publicidad y Marketing,Diurno,Otro - 11º de escolaridade,0,6,8,6.0,3.5,0,0,6,6,6.0,3.4,0,Graduado
Casado,No,Masculino,48,No,No,No,Sí,No,12.4,0.5,1.79,Servicio Social (nocturno),Nocturno,Educación básica 3º ciclo (9º/10º/11º) o equivalente,0,6,6,0.0,0.0,0,0,5,6,0.0,0.0,0,Desertor
Soltero,No,Masculino,32,No,No,No,Sí,Sí,10.8,1.4,1.74,Gestión (nocturno),Nocturno,Educación secundaria,5,10,12,10.0,3.4,0,5,10,10,10.0,3.2,0,Graduado
Soltero,No,Masculino,38,No,No,No,Sí,No,8.9,1.4,3.51,Gestión (nocturno),Nocturno,Educación superior - licenciatura (1º ciclo),10,10,10,10.0,3.4,0,5,10,10,5.0,3.4,0,Desertor
Soltero,No,Masculino,37,No,No,No,Sí,No,15.5,2.8,-4.06,Servicio Social,Diurno,Educación superior - licenciatura (1º ciclo),11,16,23,15.0,2.9,0,6,11,17,9.0,3.0,0,Graduado
Soltero,No,Masculino,26,No,No,No,No,No,10.8,1.4,1.74,Gestión,Diurno,Educación secundaria,0,5,8,1.0,2.5,0,0,5,9,1.0,2.5,0,Desertor
Soltero,No,Masculino,23,No,No,No,Sí,No,13.9,-0.3,0.79,Enfermería Veterinaria,Diurno,Curso de especialización tecnológica,0,6,19,0.0,0.0,0,0,6,6,0.0,0.0,0,Desertor
Soltero,No,Masculino,23,No,No,No,Sí,No,15.5,2.8,-4.06,Agronomía,Diurno,Curso de especialización tecnológica,0,6,6,0.0,0.0,0,0,6,8,0.0,0.0,0,Matriculado
Soltero,No,Masculino,20,No,No,No,Sí,No,12.4,0.5,1.79,Agronomía,Diurno,Curso de especialización tecnológica,0,6,12,4.0,2.7,0,0,6,13,4.0,3.0,0,Matriculado
Soltero,Sí,Masculino,26,No,No,No,Sí,No,11.1,0.6,2.02,Enfermería,Diurno,Educación superior - mestrado,2,7,8,6.0,3.3,0,2,8,10,7.0,3.3,0,Desertor
Soltero,No,Femenino,45,No,No,No,Sí,No,12.7,3.7,-1.7,Servicio Social (nocturno),Nocturno,Educación secundaria,5,9,13,8.0,2.8,0,3,7,10,6.0,2.7,0,Matriculado
Soltero,Sí,Femenino,26,No,No,No,Sí,Sí,7.6,2.6,0.32,Servicio Social (nocturno),Nocturno,Educación básica 3º ciclo (9º/10º/11º) o equivalente,0,6,10,3.0,3.1,0,0,6,14,3.0,2.9,0,Matriculado
Soltero,No,Femenino,26,No,No,No,Sí,No,7.6,2.6,0.32,Servicio Social (nocturno),Nocturno,Educación superior - licenciatura,8,11,16,10.0,3.0,0,3,7,7,7.0,3.3,0,Graduado
Soltero,No,Femenino,25,No,No,No,Sí,No,10.8,1.4,1.74,Gestión (nocturno),Nocturno,Educación secundaria,0,5,8,3.0,2.8,0,0,5,8,3.0,2.8,0,Matriculado
Soltero,Sí,Femenino,18,No,No,No,Sí,No,9.4,-0.8,-3.12,Enfermería,Diurno,Educación secundaria,0,8,8,8.0,3.3,0,0,8,8,8.0,3.3,0,Graduado
Soltero,Sí,Femenino,27,No,No,No,Sí,No,12.7,3.7,-1.7,Enfermería,Diurno,Educación superior - licenciatura,0,8,8,7.0,3.6,0,0,8,8,7.0,3.6,0,Graduado
Legalmente Separado,No,Femenino,24,No,No,No,No,No,10.8,1.4,1.74,Servicio Social (nocturno),Nocturno,Educación secundaria,0,5,5,0.0,0.0,0,0,5,10,0.0,0.0,0,Desertor
